Facility ID,HAI_1_CILOWER,HAI_1_CIUPPER,HAI_1_DOPC,HAI_1_ELIGCASES,HAI_1_NUMERATOR,HAI_1_SIR_Score,HAI_2_CILOWER,HAI_2_CIUPPER,HAI_2_DOPC,HAI_2_ELIGCASES,HAI_2_NUMERATOR,HAI_2_SIR_Score,HAI_3_CILOWER,HAI_3_CIUPPER,HAI_3_DOPC,HAI_3_ELIGCASES,HAI_3_NUMERATOR,HAI_3_SIR_Score,HAI_4_CILOWER,HAI_4_CIUPPER,HAI_4_DOPC,HAI_4_ELIGCASES,HAI_4_NUMERATOR,HAI_4_SIR_Score,HAI_5_CILOWER,HAI_5_CIUPPER,HAI_5_DOPC,HAI_5_ELIGCASES,HAI_5_NUMERATOR,HAI_5_SIR_Score,HAI_6_CILOWER,HAI_6_CIUPPER,HAI_6_DOPC,HAI_6_ELIGCASES,HAI_6_NUMERATOR,HAI_6_SIR_Score,HAI_1_SIR_ComparedToNational,HAI_2_SIR_ComparedToNational,HAI_3_SIR_ComparedToNational,HAI_4_SIR_ComparedToNational,HAI_5_SIR_ComparedToNational,HAI_6_SIR_ComparedToNational,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Location,H_CLEAN_STAR_RATING,H_COMP_1_STAR_RATING,H_COMP_2_STAR_RATING,H_COMP_3_STAR_RATING,H_COMP_5_STAR_RATING,H_COMP_6_STAR_RATING,H_COMP_7_STAR_RATING,H_HSP_RATING_STAR_RATING,H_QUIET_STAR_RATING,H_RECMND_STAR_RATING,H_STAR_RATING,H_CLEAN_LINEAR_SCORE,H_COMP_1_LINEAR_SCORE,H_COMP_2_LINEAR_SCORE,H_COMP_3_LINEAR_SCORE,H_COMP_5_LINEAR_SCORE,H_COMP_6_LINEAR_SCORE,H_COMP_7_LINEAR_SCORE,H_HSP_RATING_LINEAR_SCORE,H_QUIET_LINEAR_SCORE,H_RECMND_LINEAR_SCORE,SEP_1,SEP_SH_3HR,SEP_SH_6HR,SEV_SEP_3HR,SEV_SEP_6HR
380038,,,935.0,0.636,1.0,,0.312,6.147,1596.0,1.075,2.0,1.86,0.273,5.372,47.0,1.23,2.0,1.626,,,20.0,0.191,0.0,,,,20718.0,0.862,2.0,,0.054,1.059,19128.0,6.238,2.0,0.321,,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,OREGON CITY,OR,97045,CLACKAMAS,(503) 657-6915,POINT (-122.58837100000001 45.356647),3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,87.0,93.0,92.0,86.0,77.0,91.0,82.0,89.0,79.0,89.0,45.0,82.0,46.0,74.0,76.0
380040,,,965.0,0.586,0.0,,,,1113.0,0.564,2.0,,0.171,3.366,75.0,1.963,2.0,1.019,,,44.0,0.374,0.0,,,,10204.0,0.195,0.0,,0.16,1.708,9845.0,4.781,3.0,0.627,,,No Different than National Benchmark,,,No Different than National Benchmark,ST CHARLES REDMOND,1253 NW CANAL BLVD,REDMOND,OR,97756,DESCHUTES,(541) 548-8131,POINT (-121.16855800000002 44.288703),4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,92.0,93.0,94.0,91.0,81.0,87.0,82.0,91.0,85.0,92.0,56.0,90.0,64.0,73.0,88.0
380047,0.324,1.959,7052.0,5.658,5.0,0.884,1.014,3.352,6582.0,5.704,11.0,1.928,1.675,4.497,212.0,5.654,16.0,2.83,0.021,2.031,320.0,2.428,1.0,0.412,,1.061,72583.0,2.823,0.0,0.0,0.48,0.998,65931.0,41.208,29.0,0.704,No Different than National Benchmark,Worse than the National Benchmark,Worse than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,ST CHARLES MEDICAL CENTER - BEND,2500 NE NEFF ROAD,BEND,OR,97701,DESCHUTES,(541) 382-4321,POINT (-121.26666099999998 44.065757),3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,88.0,93.0,93.0,88.0,79.0,89.0,83.0,90.0,82.0,91.0,45.0,82.0,53.0,68.0,85.0
380050,,1.746,1873.0,1.716,0.0,0.0,,0.853,3476.0,3.513,0.0,0.0,0.026,2.524,73.0,1.954,1.0,0.512,0.038,3.728,142.0,1.323,1.0,0.756,,,21061.0,0.887,1.0,,0.31,1.269,19784.0,11.971,8.0,0.668,No Different than National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,SKY LAKES MEDICAL CENTER,2865 DAGGETT AVENUE,KLAMATH FALLS,OR,97601,KLAMATH,(541) 274-6150,POINT (-121.787391 42.252655),3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,89.0,92.0,93.0,90.0,84.0,85.0,83.0,88.0,80.0,87.0,38.0,77.0,14.0,61.0,84.0
380051,0.349,1.58,10513.0,8.763,7.0,0.799,0.833,2.171,14158.0,12.281,17.0,1.384,0.502,2.052,266.0,7.405,8.0,1.08,0.194,3.826,196.0,1.727,2.0,1.158,0.375,1.926,117449.0,6.478,6.0,0.926,0.423,0.8,112871.0,64.527,38.0,0.589,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,MARION,(503) 561-5200,POINT (-123.033146 44.932887),3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,87.0,93.0,92.0,84.0,81.0,89.0,83.0,91.0,81.0,90.0,58.0,85.0,80.0,80.0,82.0
380052,,,368.0,0.266,0.0,,,,1695.0,0.989,0.0,,,,23.0,0.551,0.0,,,,54.0,0.429,0.0,,,,6148.0,0.193,0.0,,,1.299,5411.0,2.307,0.0,0.0,,,,,,No Different than National Benchmark,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",351 SW 9TH STREET,ONTARIO,OR,97914,MALHEUR,(541) 881-7000,POINT (-116.975133 44.025448),4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,93.0,93.0,93.0,90.0,83.0,91.0,84.0,90.0,83.0,89.0,85.0,99.0,,89.0,92.0
380056,,,222.0,0.134,0.0,,,,492.0,0.246,0.0,,,,25.0,0.62,0.0,,,,1.0,0.006,0.0,,,,3590.0,0.1,1.0,,0.034,3.394,3403.0,1.453,1.0,0.688,,,,,,No Different than National Benchmark,SANTIAM HOSPITAL,1401 N 10TH AVENUE,STAYTON,OR,97383,MARION,(503) 769-2175,POINT (-122.78412400000002 44.80524),4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,93.0,93.0,91.0,86.0,79.0,88.0,83.0,90.0,86.0,89.0,59.0,91.0,,74.0,85.0
380060,0.024,2.343,3005.0,2.105,1.0,0.475,0.465,3.529,3864.0,2.734,4.0,1.463,,1.699,71.0,1.763,0.0,0.0,,,90.0,0.734,2.0,,0.031,3.041,33802.0,1.622,1.0,0.617,0.02,0.387,32356.0,17.065,2.0,0.117,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,ADVENTIST HEALTH PORTLAND,10123 SE MARKET STREET,PORTLAND,OR,97216,MULTNOMAH,(503) 257-2500,POINT (-122.559093 45.511537),3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,89.0,92.0,91.0,85.0,81.0,90.0,82.0,90.0,79.0,90.0,73.0,91.0,93.0,81.0,100.0
380061,0.082,0.622,15330.0,15.52,4.0,0.258,0.421,1.477,9806.0,12.068,10.0,0.829,0.505,1.899,318.0,8.696,9.0,1.035,0.136,2.682,285.0,2.464,2.0,0.812,0.041,0.798,125349.0,8.278,2.0,0.242,0.079,0.298,117367.0,55.383,9.0,0.163,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,PORTLAND,OR,97213,MULTNOMAH,(503) 215-1111,POINT (-122.614058 45.526518),3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,88.0,93.0,94.0,86.0,80.0,90.0,84.0,91.0,78.0,93.0,42.0,77.0,,69.0,72.0
380071,,,1156.0,0.706,1.0,,,,1391.0,0.716,1.0,,,,25.0,0.68,0.0,,,,16.0,0.12,0.0,,,,11132.0,0.503,0.0,,0.081,1.6,10374.0,4.131,2.0,0.484,,,,,,No Different than National Benchmark,WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVE.,MCMINNVILLE,OR,97128,YAMHILL,(503) 472-6131,POINT (-123.16523 45.20031),3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,90.0,95.0,96.0,91.0,84.0,87.0,84.0,90.0,84.0,89.0,76.0,96.0,73.0,84.0,98.0
380075,,1.877,2314.0,1.596,0.0,0.0,0.018,1.75,4155.0,2.818,1.0,0.355,,1.148,104.0,2.609,0.0,0.0,0.045,4.471,149.0,1.103,1.0,0.907,0.783,5.945,33616.0,1.623,4.0,2.465,0.101,0.763,32620.0,12.644,4.0,0.316,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,PROVIDENCE MEDFORD MEDICAL CENTER,1111 CRATER LAKE AVENUE,MEDFORD,OR,97504,JACKSON,(541) 732-5050,POINT (-122.861 42.339971),3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,88.0,93.0,92.0,85.0,79.0,91.0,83.0,90.0,76.0,90.0,41.0,87.0,42.0,73.0,57.0
380082,,,778.0,0.59,0.0,,0.047,4.657,1528.0,1.059,1.0,0.944,,,37.0,0.999,1.0,,,,33.0,0.274,0.0,,,,17460.0,0.626,1.0,,0.061,1.199,17460.0,5.509,2.0,0.363,,No Different than National Benchmark,,,,No Different than National Benchmark,PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32ND AVENUE,MILWAUKIE,OR,97222,CLACKAMAS,(503) 513-8336,POINT (-122.629791 45.449714),4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,91.0,93.0,93.0,86.0,81.0,90.0,83.0,91.0,78.0,91.0,48.0,83.0,64.0,75.0,68.0
380089,,1.897,2325.0,1.579,0.0,0.0,0.025,2.465,2877.0,2.001,1.0,0.5,0.114,2.254,118.0,2.932,2.0,0.682,,,67.0,0.526,0.0,,0.041,4.089,35577.0,1.206,1.0,0.829,0.339,1.064,35577.0,19.18,12.0,0.626,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,TUALATIN,OR,97062,WASHINGTON,(503) 692-2182,POINT (-122.74393099999999 45.377481),3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,88.0,93.0,93.0,89.0,80.0,89.0,84.0,91.0,82.0,92.0,50.0,81.0,,71.0,81.0
380090,,1.752,2190.0,1.71,0.0,0.0,0.468,3.556,3363.0,2.713,4.0,1.474,0.023,2.296,83.0,2.148,1.0,0.466,,,7.0,0.07,0.0,,,2.179,30380.0,1.375,0.0,0.0,0.433,1.201,28978.0,20.135,15.0,0.745,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,BAY AREA HOSPITAL,1775 THOMPSON ROAD,COOS BAY,OR,97420,COOS,(541) 269-8124,POINT (-124.232463 43.385854),3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,89.0,92.0,92.0,86.0,80.0,91.0,82.0,90.0,81.0,91.0,49.0,79.0,54.0,75.0,80.0
380091,0.009,0.935,5458.0,5.277,1.0,0.19,0.046,0.915,7418.0,7.225,2.0,0.277,,0.43,266.0,6.973,0.0,0.0,0.027,2.677,255.0,1.842,1.0,0.543,0.255,1.939,77329.0,4.975,4.0,0.804,0.135,0.425,69766.0,48.053,12.0,0.25,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,KAISER SUNNYSIDE MEDICAL CENTER,10180 SE SUNNYSIDE ROAD,CLACKAMAS,OR,97015,CLACKAMAS,(503) 652-2880,POINT (-122.558525 45.433462),2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,86.0,93.0,93.0,85.0,82.0,91.0,83.0,90.0,80.0,91.0,78.0,93.0,82.0,90.0,96.0
380102,0.076,0.812,12195.0,10.056,3.0,0.298,0.104,0.788,12207.0,12.239,4.0,0.327,0.434,1.522,435.0,11.713,10.0,0.854,0.017,1.633,366.0,3.021,1.0,0.331,0.434,1.776,108745.0,8.552,8.0,0.935,0.472,0.843,106579.0,72.195,46.0,0.637,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,SACRED HEART MEDICAL CENTER - RIVERBEND,3333 RIVERBEND DRIVE,SPRINGFIELD,OR,97477,LANE,(541) 222-7300,POINT (-123.028655 44.081312),2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,86.0,91.0,90.0,83.0,76.0,88.0,81.0,88.0,84.0,89.0,39.0,70.0,,67.0,74.0
380103,,2.492,1590.0,1.202,0.0,0.0,0.432,4.623,2371.0,1.766,3.0,1.699,0.095,1.88,142.0,3.514,2.0,0.569,0.045,4.484,130.0,1.1,1.0,0.909,,,26865.0,0.827,1.0,,0.684,2.4,24406.0,7.427,10.0,1.346,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,KAISER FOUNDATION HOSPITAL - WESTSIDE,2875 NW STUCKI AVE,HILLSBORO,OR,97124,WASHINGTON,(971) 310-1000,POINT (-122.875667 45.539713),3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,88.0,93.0,93.0,87.0,81.0,91.0,84.0,92.0,84.0,93.0,82.0,95.0,76.0,95.0,97.0
381302,,,227.0,0.062,0.0,,,,480.0,0.313,0.0,,,,6.0,0.186,0.0,,,,11.0,0.086,0.0,,,,4650.0,0.097,0.0,,,2.474,4436.0,1.211,0.0,0.0,,,,,,No Different than National Benchmark,SAMARITAN NORTH LINCOLN HOSPITAL,3043 NE 28TH STREET,LINCOLN CITY,OR,97367,LINCOLN,(541) 994-3661,POINT (-123.99545399999998 44.985179),3.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,90.0,92.0,94.0,95.0,85.0,88.0,81.0,89.0,82.0,88.0,47.0,76.0,17.0,80.0,90.0
381303,,,537.0,0.147,0.0,,,,429.0,0.281,0.0,,,,5.0,0.114,1.0,,,,11.0,0.098,0.0,,,,4317.0,0.089,0.0,,,2.152,4124.0,1.392,0.0,0.0,,,,,,No Different than National Benchmark,PROVIDENCE SEASIDE HOSPITAL,725 S WAHANNA ROAD,SEASIDE,OR,97138,CLATSOP,(503) 717-7000,POINT (-123.914805 45.98936700000001),3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,87.0,95.0,96.0,89.0,84.0,95.0,88.0,92.0,81.0,93.0,48.0,83.0,57.0,81.0,71.0
381313,,,468.0,0.128,0.0,,,,272.0,0.177,0.0,,,,5.0,0.113,1.0,,,,,,,,,,3222.0,0.067,0.0,,0.039,3.88,3222.0,1.271,1.0,0.787,,,,,,No Different than National Benchmark,ST CHARLES PRINEVILLE,384 SE COMBS FLAT ROAD,PRINEVILLE,OR,97754,CROOK,(541) 447-6254,POINT (-120.82696799999998 44.298093),,,,,,,,,,,,,,,,,,,,,,41.0,65.0,,76.0,83.0
381314,,,726.0,0.198,0.0,,,,727.0,0.475,0.0,,,,4.0,0.102,1.0,,,,1.0,0.007,0.0,,,,5742.0,0.12,0.0,,,2.387,5680.0,1.255,0.0,0.0,,,,,,No Different than National Benchmark,SAMARITAN PACIFIC COMMUNITY HOSPITAL,930 SW ABBEY STREET,NEWPORT,OR,97365,LINCOLN,(541) 265-2244,POINT (-124.059164 44.629858),4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,92.0,94.0,93.0,91.0,84.0,89.0,82.0,91.0,85.0,92.0,52.0,87.0,20.0,84.0,87.0
381316,,,140.0,0.038,0.0,,,,356.0,0.232,0.0,,,,10.0,0.257,0.0,,,,,,,,,,4550.0,0.095,0.0,,0.034,3.35,4321.0,1.472,1.0,0.679,,,,,,No Different than National Benchmark,PEACE HARBOR MEDICAL CENTER,400 9TH STREET,FLORENCE,OR,97439,LANE,(541) 997-8412,POINT (-124.11746400000001 43.974589),5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,95.0,93.0,95.0,92.0,80.0,95.0,83.0,90.0,82.0,91.0,65.0,95.0,,81.0,86.0
381317,,,251.0,0.068,0.0,,,,749.0,0.489,0.0,,,,16.0,0.392,0.0,,,,9.0,0.095,0.0,,,,5316.0,0.11,0.0,,0.198,3.896,5041.0,1.696,2.0,1.179,,,,,,No Different than National Benchmark,ADVENTIST HEALTH TILLAMOOK,1000 THIRD STREET,TILLAMOOK,OR,97141,TILLAMOOK,(503) 842-4444,POINT (-123.85495099999999 45.456322),3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,88.0,91.0,91.0,90.0,87.0,91.0,81.0,88.0,79.0,85.0,,,,,
381318,,,225.0,0.061,0.0,,,,432.0,0.282,0.0,,,,31.0,0.749,1.0,,,,25.0,0.171,0.0,,,,5417.0,0.112,1.0,,0.038,3.765,4705.0,1.31,1.0,0.763,,,,,,No Different than National Benchmark,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,810 12TH STREET,HOOD RIVER,OR,97031,HOOD RIVER,(541) 386-3911,POINT (-121.523224 45.704561),4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,94.0,95.0,95.0,92.0,87.0,92.0,86.0,92.0,90.0,93.0,31.0,70.0,,75.0,53.0
381319,,,294.0,0.081,0.0,,0.026,2.533,797.0,1.947,1.0,0.514,,,28.0,0.773,0.0,,,,5.0,0.062,0.0,,,,4661.0,0.097,0.0,,,1.89,4010.0,1.585,0.0,0.0,,No Different than National Benchmark,,,,No Different than National Benchmark,ST ANTHONY HOSPITAL,2801 ST ANTHONY WAY,PENDLETON,OR,97801,UMATILLA,(541) 276-5121,,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,89.0,93.0,92.0,91.0,79.0,86.0,81.0,87.0,85.0,84.0,69.0,90.0,,83.0,94.0
381320,,,341.0,0.092,0.0,,,,1084.0,0.707,0.0,,,,7.0,0.134,0.0,,,,7.0,0.046,0.0,,,,5632.0,0.118,0.0,,0.923,5.583,5042.0,1.985,5.0,2.519,,,,,,No Different than National Benchmark,COLUMBIA MEMORIAL HOSPITAL,2111 EXCHANGE STREET,ASTORIA,OR,97103,CLATSOP,(503) 325-4321,POINT (-123.81850199999998 46.188503),3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,90.0,94.0,92.0,90.0,81.0,90.0,83.0,91.0,83.0,90.0,,,,,
381321,,,397.0,0.108,0.0,,,,967.0,0.631,0.0,,,,21.0,0.516,1.0,,,,24.0,0.204,3.0,,,,5282.0,0.11,0.0,,0.027,2.646,4782.0,1.864,1.0,0.536,,,,,,No Different than National Benchmark,GRANDE RONDE HOSPITAL,900 SUNSET DRIVE,LA GRANDE,OR,97850,UNION,(541) 963-8421,POINT (-118.10482799999998 45.319464),4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,91.0,94.0,94.0,92.0,83.0,90.0,84.0,90.0,83.0,88.0,,,,,
381323,,,797.0,0.218,0.0,,,,1390.0,0.907,2.0,,,,20.0,0.559,0.0,,,,19.0,0.183,0.0,,,,6930.0,0.144,0.0,,0.492,3.738,6474.0,2.581,4.0,1.55,,,,,,No Different than National Benchmark,SAMARITAN LEBANON COMMUNITY HOSPITAL,525 N SANTIAM HIGHWAY,LEBANON,OR,97355,LINN,(541) 258-2101,POINT (-122.90841400000001 44.55052800000001),4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,93.0,95.0,93.0,92.0,86.0,90.0,84.0,91.0,81.0,90.0,70.0,91.0,75.0,85.0,96.0
381324,,,813.0,0.222,0.0,,,,259.0,0.169,2.0,,,,1.0,0.039,0.0,,,,,,,,,,3715.0,0.077,0.0,,0.03,2.934,3703.0,1.681,1.0,0.595,,,,,,No Different than National Benchmark,ST CHARLES MADRAS,470 NE A STREET,MADRAS,OR,97741,JEFFERSON,(541) 475-3882,POINT (-121.121358 44.637362),4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,91.0,92.0,90.0,91.0,82.0,89.0,85.0,90.0,87.0,88.0,55.0,100.0,,73.0,82.0
381325,,,245.0,0.067,0.0,,,1.927,637.0,1.555,0.0,0.0,,,18.0,0.454,0.0,,,,32.0,0.291,0.0,,,,5018.0,0.104,0.0,,0.391,4.187,5018.0,1.95,3.0,1.538,,No Different than National Benchmark,,,,No Different than National Benchmark,GOOD SHEPHERD MEDICAL CENTER,610 NW 11TH STREET,HERMISTON,OR,97838,UMATILLA,(541) 667-3400,POINT (-119.31095 45.846135),3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,89.0,92.0,89.0,90.0,78.0,88.0,81.0,85.0,80.0,81.0,37.0,68.0,,81.0,64.0
390001,0.091,1.796,3876.0,3.679,2.0,0.544,0.254,1.926,5158.0,5.01,4.0,0.798,0.146,1.564,190.0,5.22,3.0,0.575,,,37.0,0.345,1.0,,0.395,2.998,62541.0,3.218,4.0,1.243,0.502,1.044,62416.0,39.386,29.0,0.736,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,GEISINGER-COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,18510,LACKAWANNA,(570) 969-8240,POINT (-75.64589 41.400717),2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,85.0,93.0,92.0,86.0,77.0,86.0,80.0,87.0,78.0,87.0,66.0,89.0,66.0,85.0,88.0
390002,0.134,2.638,2813.0,2.505,2.0,0.798,0.016,1.558,2835.0,3.165,1.0,0.316,,,26.0,0.635,0.0,,,,10.0,0.086,0.0,,0.367,3.931,46392.0,2.077,3.0,1.444,0.094,0.571,46392.0,19.416,5.0,0.258,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,Better than the National Benchmark,UPMC MCKEESPORT HOSPITAL,1500 FIFTH AVENUE,MC KEESPORT,PA,15132,ALLEGHENY,(412) 664-2000,POINT (-79.849218 40.3523),3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,87.0,93.0,93.0,82.0,78.0,84.0,80.0,88.0,80.0,85.0,41.0,64.0,75.0,75.0,84.0
390003,,,71.0,0.045,0.0,,,,384.0,0.198,1.0,,,,24.0,0.566,1.0,,,,41.0,0.282,0.0,,,,6843.0,0.23,0.0,,0.017,1.653,6080.0,2.983,1.0,0.335,,,,,,No Different than National Benchmark,GEISINGER-BLOOMSBURG HOSPITAL,549 EAST FAIR STREET,BLOOMSBURG,PA,17815,COLUMBIA,(570) 387-2100,POINT (-76.453193 41.008431),4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,92.0,94.0,95.0,91.0,81.0,87.0,84.0,91.0,85.0,92.0,57.0,91.0,,81.0,84.0
390004,0.245,1.863,6446.0,5.179,4.0,0.772,0.047,0.928,7571.0,7.124,2.0,0.281,,1.814,65.0,1.651,0.0,0.0,,,96.0,0.752,0.0,,,1.113,58300.0,2.691,0.0,0.0,0.038,0.287,55140.0,33.633,4.0,0.119,No Different than National Benchmark,Better than the National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,(717) 763-2100,POINT (-76.923468 40.25141),2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,86.0,92.0,90.0,86.0,76.0,87.0,81.0,88.0,79.0,87.0,58.0,82.0,84.0,79.0,87.0
390006,0.543,1.284,21797.0,24.565,21.0,0.855,0.307,0.852,17802.0,28.394,15.0,0.528,0.25,1.133,429.0,12.224,7.0,0.573,0.965,5.836,215.0,1.899,5.0,2.633,0.174,0.891,166134.0,14.006,6.0,0.428,0.61,0.946,150893.0,104.679,80.0,0.764,No Different than National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,MONTOUR,(570) 271-6211,POINT (-76.60622 40.969585),2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,84.0,93.0,92.0,87.0,78.0,89.0,82.0,90.0,78.0,90.0,48.0,80.0,45.0,77.0,78.0
390009,0.209,1.265,8363.0,8.761,5.0,0.571,0.138,0.836,10538.0,13.256,5.0,0.377,0.781,3.532,157.0,3.92,7.0,1.786,0.44,4.711,227.0,1.733,3.0,1.731,0.528,2.709,71903.0,4.607,6.0,1.302,0.335,0.726,67013.0,51.749,26.0,0.502,No Different than National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,SAINT VINCENT HOSPITAL,232 WEST 25TH STREET,ERIE,PA,16544,ERIE,(814) 452-5111,POINT (-80.079932 42.110708),2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,85.0,91.0,91.0,87.0,74.0,87.0,80.0,88.0,80.0,90.0,54.0,81.0,85.0,81.0,77.0
390012,0.65,6.955,1714.0,1.174,3.0,2.555,,1.402,3119.0,2.136,0.0,0.0,,2.251,57.0,1.331,0.0,0.0,,,1.0,0.007,0.0,,0.038,3.776,34442.0,1.306,1.0,0.766,0.025,0.493,32931.0,13.398,2.0,0.149,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,ABINGTON HEALTH LANSDALE HOSPITAL,100 MEDICAL CAMPUS DRIVE,LANSDALE,PA,19446,MONTGOMERY,(215) 368-2100,POINT (-75.271523 40.2512),3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,87.0,93.0,93.0,86.0,79.0,88.0,82.0,89.0,84.0,88.0,54.0,85.0,,72.0,88.0
390013,,,608.0,0.414,0.0,,0.046,4.529,1538.0,1.089,1.0,0.918,0.459,4.916,66.0,1.661,3.0,1.806,,,1.0,0.008,0.0,,,,22677.0,0.875,0.0,,0.262,1.184,21069.0,11.693,7.0,0.599,,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,EVANGELICAL COMMUNITY HOSPITAL,ONE HOSPITAL DRIVE,LEWISBURG,PA,17837,UNION,(570) 522-2200,,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,91.0,94.0,92.0,90.0,80.0,92.0,83.0,91.0,80.0,92.0,71.0,86.0,58.0,91.0,97.0
